종목코드,공시등급,공시성격,해당공시,공시일자,최근공시일
232140,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-27,2026-08-27
282880,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-08-27,2026-09-01
032580,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-27,2026-08-27
361610,5,실적·계약,[첨부정정]주요사항보고서(회사합병결정),2026-08-26,2026-08-28
448730,5,실적·계약,주요사항보고서(유상증자결정),2026-08-26,2026-08-31
130660,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-26,2026-08-26
071320,5,실적·계약,영업(잠정)실적(공정공시),2026-08-26,2026-08-26
035890,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-26,2026-09-03
361390,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-08-26,2026-08-26
084110,5,실적·계약,[기재정정]주요사항보고서(회사합병결정)(자회사의 주요경영사항)              (철회),2026-08-26,2026-08-26
243070,5,실적·계약,[기재정정]주요사항보고서(회사합병결정),2026-08-26,2026-08-26
054780,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-26,2026-08-28
159910,5,실적·계약,주요사항보고서(유상증자결정),2026-08-26,2026-08-26
398120,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-26,2026-08-31
210120,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-26,2026-08-27
189330,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-26,2026-09-03
393210,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-26,2026-08-26
101680,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-26,2026-08-26
477850,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-26,2026-08-26
007390,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-08-26,2026-08-26
065510,5,실적·계약,[첨부정정]주요사항보고서(회사합병결정),2026-08-26,2026-08-26
950210,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-25,2026-08-25
019660,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-25,2026-08-25
040910,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-08-25,2026-08-25
234300,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-08-25,2026-09-02
046940,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-25,2026-08-25
122640,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-25,2026-08-25
159010,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-25,2026-08-25
486990,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-25,2026-08-25
005960,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-24,2026-09-03
035720,5,실적·계약,[첨부정정]주요사항보고서(회사합병결정),2026-08-24,2026-08-26
033530,5,실적·계약,[첨부정정]주요사항보고서(회사합병결정),2026-08-24,2026-08-24
093240,5,실적·계약,매출액또는손익구조30%(대규모법인은15%)이상변경,2026-08-24,2026-08-26
010120,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-24,2026-08-27
389500,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-24,2026-08-24
333620,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-24,2026-08-24
490470,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-24,2026-08-24
123010,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-24,2026-09-04
290520,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-24,2026-08-24
014620,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-24,2026-08-24
091590,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-24,2026-08-24
020710,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-24,2026-08-24
119650,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-08-21,2026-08-21
020560,5,실적·계약,회사합병결정(종속회사의주요경영사항),2026-08-21,2026-08-31
400760,5,실적·계약,매출액또는손익구조30%(대규모법인은15%)이상변경,2026-08-21,2026-09-04
298690,5,실적·계약,주요사항보고서(회사합병결정),2026-08-21,2026-08-28
272450,5,실적·계약,주요사항보고서(회사합병결정),2026-08-21,2026-08-28
023800,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-21,2026-08-25
003670,5,실적·계약,[기재정정]단일판매ㆍ공급계약해지,2026-08-21,2026-09-02
122450,5,실적·계약,[기재정정]주요사항보고서(회사합병결정),2026-08-21,2026-08-21
078590,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-21,2026-09-03
025950,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-21,2026-08-21
355390,5,실적·계약,기타주요경영사항              (제3자배정 유상증자결정 철회),2026-08-21,2026-08-21
032820,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-21,2026-08-21
180400,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-21,2026-08-24
096350,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-21,2026-08-21
089590,5,실적·계약,[기재정정]영업양도결정(자율공시)(종속회사의주요경영사항),2026-08-20,2026-08-31
004990,5,실적·계약,[기재정정]유상증자결정(종속회사의주요경영사항),2026-08-20,2026-09-02
062040,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-20,2026-08-26
003480,5,실적·계약,단일판매ㆍ공급계약체결(자회사의 주요경영사항),2026-08-20,2026-08-20
104460,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-20,2026-08-20
083470,5,실적·계약,주요사항보고서(유상증자결정),2026-08-20,2026-09-01
900300,5,실적·계약,주요사항보고서(유상증자결정),2026-08-20,2026-09-04
432720,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-20,2026-08-20
062970,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-20,2026-09-04
031330,5,실적·계약,무상증자결정(종속회사의주요경영사항),2026-08-20,2026-08-20
475040,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-20,2026-08-26
189690,5,실적·계약,매출액또는손익구조30%(대규모법인은15%)이상변동,2026-08-20,2026-09-04
445090,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-20,2026-08-20
009810,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-19,2026-08-27
006740,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-19,2026-08-28
221800,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-19,2026-08-28
275630,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-19,2026-08-19
900270,5,실적·계약,주요사항보고서(유상증자결정),2026-08-19,2026-08-31
255440,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-19,2026-08-21
420770,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-19,2026-08-19
396470,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-08-19,2026-08-19
326030,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-18,2026-08-27
017960,5,실적·계약,[첨부정정]주요사항보고서(회사합병결정),2026-08-18,2026-08-18
340810,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-18,2026-09-01
038880,5,실적·계약,주요사항보고서(유상증자결정),2026-08-18,2026-08-27
095270,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-18,2026-08-18
950250,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-18,2026-08-27
257720,5,실적·계약,주요사항보고서(유상증자결정),2026-08-18,2026-08-18
475580,5,실적·계약,[기재정정]유상증자결정(종속회사의주요경영사항),2026-08-18,2026-08-18
288180,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-18,2026-08-18
192390,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-18,2026-09-02
204320,5,실적·계약,[기재정정]연결재무제표기준영업(잠정)실적(공정공시),2026-08-14,2026-08-28
017860,5,실적·계약,[기재정정]연결재무제표기준영업(잠정)실적(공정공시),2026-08-14,2026-08-31
009320,5,실적·계약,영업(잠정)실적(공정공시),2026-08-14,2026-08-31
001740,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-14,2026-08-28
003690,5,실적·계약,영업(잠정)실적(공정공시),2026-08-14,2026-08-28
031210,5,실적·계약,영업(잠정)실적(공정공시),2026-08-14,2026-08-14
001450,5,실적·계약,영업(잠정)실적(공정공시),2026-08-14,2026-08-27
371950,5,실적·계약,주요사항보고서(유상증자결정),2026-08-14,2026-08-31
334970,5,실적·계약,매출액또는손익구조30%(대규모법인은15%)이상변동,2026-08-14,2026-08-14
097870,5,실적·계약,매출액또는손익구조30%(대규모법인은15%)이상변동,2026-08-14,2026-08-14
321820,5,실적·계약,[기재정정]주요사항보고서(영업양도결정),2026-08-14,2026-09-02
064820,5,실적·계약,[첨부정정]주요사항보고서(회사합병결정),2026-08-14,2026-08-14
038870,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-14,2026-08-14
073540,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-14,2026-08-14
301300,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-08-14,2026-08-14
072990,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-14,2026-08-14
169330,5,실적·계약,매출액또는손익구조30%(대규모법인은15%)이상변동,2026-08-14,2026-09-04
332570,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-14,2026-08-18
276730,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-14,2026-09-04
417500,5,실적·계약,주요사항보고서(유상증자결정),2026-08-14,2026-08-14
054940,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-14,2026-08-14
248070,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-08-13,2026-08-14
003550,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-13,2026-08-28
005830,5,실적·계약,영업(잠정)실적(공정공시),2026-08-13,2026-09-01
483650,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-13,2026-08-28
045970,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-08-13,2026-08-14
101400,5,실적·계약,주요사항보고서(유상증자결정),2026-08-13,2026-09-03
237880,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-13,2026-08-14
017650,5,실적·계약,주식분할결정,2026-08-13,2026-09-04
089030,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-08-13,2026-08-31
216080,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-13,2026-08-14
300120,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-13,2026-08-19
049430,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-13,2026-09-04
109080,5,실적·계약,영업(잠정)실적(공정공시),2026-08-13,2026-08-14
950190,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-13,2026-09-01
063760,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-13,2026-08-14
201490,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-13,2026-08-14
481070,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-13,2026-08-18
465480,5,실적·계약,영업(잠정)실적(공정공시),2026-08-13,2026-09-01
097800,5,실적·계약,영업(잠정)실적(공정공시),2026-08-13,2026-08-14
003520,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-12,2026-09-01
009290,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-14
067830,5,실적·계약,영업(잠정)실적(공정공시),2026-08-12,2026-08-14
036570,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-12,2026-09-03
058860,5,실적·계약,영업(잠정)실적(공정공시),2026-08-12,2026-08-31
001250,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-28
035000,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-31
011780,5,실적·계약,[첨부정정]주요사항보고서(회사합병결정),2026-08-12,2026-08-31
018250,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-28
138040,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-28
003530,5,실적·계약,영업(잠정)실적(공정공시),2026-08-12,2026-08-31
088350,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-31
234080,5,실적·계약,영업(잠정)실적(공정공시),2026-08-12,2026-08-14
000240,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-09-04
281820,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-12,2026-08-13
013580,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-12,2026-08-14
000370,5,실적·계약,영업(잠정)실적(공정공시),2026-08-12,2026-08-31
030200,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-26
192080,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-14
101730,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-14
043610,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-09-04
112040,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-14
439090,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-14
079940,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-09-03
475400,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-12,2026-08-13
036030,5,실적·계약,영업(잠정)실적(공정공시),2026-08-12,2026-08-27
035900,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-14
063080,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-14
123420,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-14
067290,5,실적·계약,영업(잠정)실적(공정공시),2026-08-12,2026-08-14
0017J0,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-12,2026-08-12
440110,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-12,2026-09-04
093320,5,실적·계약,영업(잠정)실적(공정공시),2026-08-12,2026-08-21
105740,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-14
074600,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-28
317240,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-14
348350,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-12,2026-08-14
058610,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-14
078340,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-14
095660,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-12,2026-08-31
096760,5,실적·계약,영업(잠정)실적(공정공시),2026-08-11,2026-08-14
001060,5,실적·계약,영업(잠정)실적(공정공시),2026-08-11,2026-08-28
009450,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-14
010660,5,실적·계약,영업(잠정)실적(공정공시),2026-08-11,2026-08-14
003540,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-09-04
145720,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-09-03
462870,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-14
192820,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-09-01
403550,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-13
078930,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-09-01
161390,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-31
037710,5,실적·계약,영업(잠정)실적(공정공시),2026-08-11,2026-08-31
031430,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-31
004170,5,실적·계약,영업(잠정)실적(공정공시),2026-08-11,2026-08-31
011150,5,실적·계약,영업(잠정)실적(공정공시),2026-08-11,2026-08-28
025890,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-11,2026-08-14
020120,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-28
097950,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-28
000120,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-09-02
263750,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-14
032190,5,실적·계약,[기재정정]회사합병결정(종속회사의주요경영사항),2026-08-11,2026-08-31
056080,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-11,2026-08-21
466100,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-11,2026-08-31
251970,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-14
281740,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-14
115160,5,실적·계약,[기재정정]주요사항보고서(회사합병결정),2026-08-11,2026-08-28
023160,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-09-01
046890,5,실적·계약,[기재정정]연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-14
043150,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-20
126880,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-11,2026-08-14
228850,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-20
261200,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-27
223250,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-11,2026-08-13
128660,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-11,2026-08-14
199480,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-11,2026-08-28
104200,5,실적·계약,영업(잠정)실적(공정공시),2026-08-11,2026-08-14
060250,5,실적·계약,영업(잠정)실적(공정공시),2026-08-11,2026-08-31
009240,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-13
383800,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-28
024720,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-28
005430,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-31
003580,5,실적·계약,[첨부정정]주요사항보고서(회사합병결정),2026-08-10,2026-08-18
095720,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-27
302440,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-28
077970,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-10,2026-09-01
002360,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-14
000490,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-26
013030,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-14
052460,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-14
086900,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-13
241710,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-09-01
950140,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-11
092190,5,실적·계약,[기재정정]연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-14
246960,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-10,2026-08-14
008830,5,실적·계약,영업(잠정)실적(공정공시),2026-08-10,2026-08-14
086670,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-14
260930,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-14
192410,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-10,2026-09-04
352480,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-28
032620,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-09-02
105760,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-10,2026-08-13
347890,5,실적·계약,유상증자결정(자율공시)(종속회사의주요경영사항),2026-08-10,2026-08-14
007820,5,실적·계약,주요사항보고서(유상증자결정),2026-08-10,2026-08-24
001470,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-07,2026-09-01
012030,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-28
035510,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-31
097520,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-14
021240,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-09-04
079160,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-09-02
339770,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-09-04
120110,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-26
271560,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-31
058850,5,실적·계약,영업(잠정)실적(공정공시),2026-08-07,2026-08-27
069260,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-14
280360,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-28
004060,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-14
023960,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-07,2026-08-28
005440,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-28
011930,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-21
084870,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-13
112610,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-18
006360,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-07,2026-08-31
007070,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-28
005690,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-07,2026-08-12
083930,5,실적·계약,영업(잠정)실적(공정공시),2026-08-07,2026-08-21
267790,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-09-04
136480,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-28
215200,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-14
092730,5,실적·계약,영업(잠정)실적(공정공시),2026-08-07,2026-08-24
178320,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-07,2026-09-04
222040,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-13
096530,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-21
265520,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-20
065450,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-14
052330,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-14
049960,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-14
064760,5,실적·계약,영업(잠정)실적(공정공시),2026-08-07,2026-09-04
408920,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-14
214180,5,실적·계약,[기재정정]연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-21
214450,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-09-01
122870,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-31
189980,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-14
194480,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-26
393890,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-14
119610,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-14
196170,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-09-02
250060,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-08-07,2026-08-13
121600,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-14
216050,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-28
462860,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-07,2026-08-13
457600,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-07,2026-08-14
051780,5,실적·계약,주요사항보고서(유상증자결정),2026-08-07,2026-08-28
029460,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-14
122900,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-14
003850,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-26
217590,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-06,2026-08-14
033780,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-27
066970,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-14
350520,5,실적·계약,매출액또는손익구조30%(대규모법인은15%)이상변경,2026-08-06,2026-09-03
282330,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-27
377740,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-13
037560,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-31
032640,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-28
020150,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-09-03
002900,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-13
042370,5,실적·계약,단일판매ㆍ공급계약체결(자회사의 주요경영사항),2026-08-06,2026-08-14
163730,5,실적·계약,주요사항보고서(유상증자결정),2026-08-06,2026-08-31
488900,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-06,2026-08-14
296640,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-06,2026-08-14
086980,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-31
065370,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-06,2026-08-14
054450,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-14
042000,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-13
089600,5,실적·계약,영업(잠정)실적(공정공시),2026-08-06,2026-08-27
445680,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-14
373110,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-14
148780,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-08-06,2026-08-21
